content|author
Tình đồng bào là sự chia sẻ tâm huyết, công việc là tài sản lẫn cho nhau.|La Cooc-đơ
Để thành công trong cuộc đời, hai yếu tố bạn cần phải học là bỏ cái gì và đặt niềm tin ở nơi đâu.|S. L. Clemant
Tôi mong muốn con tôi lớn lên với một ý thức tự chủ cao và luôn biết cảm thông với những người khác.|S. Thomson
Khó khăn làm nảy sinh trong con người những năng lực cần thiết để khắc phục nó.|O. Phi-líp
Một trái tim nhân hậu còn tuyệt diệu hơn vạn cái đầu trong thế gian.|B. Lýt-tông
Hoà bình là kết quả của tình thương, vì muốn hoà bình phải biết chịu đựng nhiều điều mới được.|F. La-men-ne
Chỉ cuộc sống của những ai không biết ranh giới giữa cái "của tôi" và cái "của anh" mới thật thanh bình.|X. Pu-bli-li
Áo quần, tiền bạc, xe cộ, nhà cửa... thường che lấp con người thực chúng ta. Vẻ đẹp thật sự không phải ở trên những sự phù phiếm ấy.|H. D. Balzac
Biết làm gì chưa đủ mà còn phải dũng cảm thực hiện điều đó nữa.|G. Đimitrôp
Quê hương của những người dũng cảm chính là cái nơi mà họ chọn để lập nghiệp.|D. Ru-đi
Trên mà không chính thì dưới có chính cũng thành nguy; người lành cũng biến thành kẻ gian tà.|Lão Tử
Những âm mưu ác độc thường xuất phát từ những cái nhìn đố kỵ.|Kinh Thánh
Sống lâu là một điều ao ước của đa số, nhưng sống một cách chính đáng sống chỉ là ước vọng của một thiểu số thôi.|D. Hiu-gơ
Nếu anh che giấu sự thật, nếu anh không dám đứng dậy nói lên sự thật hoặc không nói hết sự thật thì anh là người phản bội lại nó.|J. Lơnđơn
Đầu óc hoài nghi cùng tính cách do dự dẫn đến sự bất lực khi quyết định. Đó là sự yếu đuối hoặc sự lười biếng của trí năng.|A. Vinel
Tài năng sẽ bị mai một nếu ta không có những ý tưởng lớn và không tận tâm với những chi tiết dù nhỏ nhất.|E. Dotxoiepxki
Nếu không có lòng yêu thương lao động hiển nhiên và sự nỗ lực phi thường thì không có bản lĩnh mà cũng chẳng có thiên tài.|D. Mendeléep
Trên quê hương thậm chí hoa cũng toả mùi hương đặc biệt.|Kuprin
Thành công chính là kết quả của những cuộc vật lộn để khắc phục mọi sự gian nan.|Suiles
Hiểu được cách sống khi về già là sự khôn ngoan vĩ đại và là chương khó nhất trong nghệ thuật sống.|Amiel
Từ cái chết, sự sống mới sẽ lại sinh ra. Và nếu một cá nhân, một dân tộc mà không biết cách chết thì sẽ không biết cách sống.|J. Neru
Kẻ xiểm nịnh thì không nói và không làm điều gì xuất ý vô tình, lời nói việc làm của họ luôn cố ý tán tỉnh và cầu xin.|La Bruyere
Người ta ai cũng hướng đến hạnh phúc của riêng mình. Vậy khi quyền lợi hợp với công lợi, thì họ sẽ trở nên đạo đức và hết lòng với công việc.|Hetieliu
Thái độ lạc quan trước thất bại sẽ biểu hiện khá trung thực những cơ may thành công trong cuộc đời của bạn.|M. Seling Man
Lòng tin hướng dẫn mọi ý tưởng, mọi tình cảm và do đó đi đến cách xử thế.|G. Lê-bông
Hèn nhát là những kẻ mà trong tình trạng hiểm nghèo thường chỉ nghĩ bằng đôi chân của họ.|Biercee
Chính trong lửa mà sắt tôi thành thép. Chính trong thống khổ mà con người tìm thấy sự khởi phát của sức mạnh.|H. Conscience
Cái cơ trí trong sự gan dạ là biết rõ mức độ xa vời mà người ta có thể tới được.|J. Coclean
Lòng nhân ái chỉ trở thành giá trị các đạo đức khi chính nó là một sự hy sinh vị tha.|F. V. Denbox
Hãy che giấu hạnh phúc của bạn, tránh xa sự ghen tị và đừng kêu gọi lòng thương hại của kẻ khác.|Pitacus
Vật cản chính trong nhận thức chân lý không phải là cái giả dối mà là cái hao hao chân lý.|L. Tônxtôi
Mình khó nhọc mà lòng yên ổn thì nên làm, lợi ít mà nghĩa nhiều thì lại càng nên làm.|Tuân Tử
Từ thuở ấu thơ đến lúc trưởng thành, những bài học về nghĩa vụ được coi là sự giáo dục toàn diện.|R. Tago
Tính cách chỉ trích, phê bình làm tắt hẳn lòng ham mê, yêu thích những điều tốt đẹp.|La Bruyere
Đấng trượng phu đừng thù mới đáng, đấng anh hùng đừng oán mới hay.|N. Mandela
Hãy để cho người chết hưởng cái bất tử của danh vọng. Nhưng hãy để cho người sống hưởng cái bất tử của tình yêu.|R. Tagore
Xã hội còn chưa tốt đẹp cho đến khi nào một người siêng năng có thể kiếm sống mà không phải sử dụng những cách bất lương.|Emerson
Tình bạn phải rộng lượng hơn rất nhiều so với tình yêu.|M. Gian lít
Trí thông minh làm cho con người ta thấy mình khôn ngoan hơn chứ không phải thấy người khác ngu dốt hơn.|W. Goethe
Nỗi đau khổ có thể làm cho đôi má bớt hồng nhưng không thể lay chuyển được trái tim dũng cảm.|W. Shakespeare
Sắc đẹp chỉ thu hút được ánh mắt, còn phẩm giá mới chinh phục được tâm hồn.|A. Pốt
Một bước chân nhỏ của con người nhưng là một bước tiến lớn của nhân loại.|N. Amstrong
Quá phê phán người khác là phủ nhận quyền tự do sống của họ.|K. Mamurti
Trong các kẻ thù của ta, đáng sợ nhất là những kẻ tiểu nhân.|La Pontaine
Nghệ thuật tuyệt đỉnh của giáo dục là khơi dậy niềm hạnh phúc được học tập và sáng tạo.|A. Einstein
Người nghệ sĩ chân chính thì không thể là kẻ háo danh vì anh ta hiểu rõ: nghệ thuật là vô biên.|L. Bethoven
Ở đâu không có sự giống nhau, ở đó khó nói đến mối thiện cảm.|Edop
Tự do không phải là một khởi đầu mà là cứu cánh. Tự do chính là kết quả của một sự trật tự mỹ mãn.|P. Gaxotte
Khi kẻ xấu tụ họp lại thì những người tốt cũng phải liên kết lại. Nếu không họ sẽ bị hạ từng người, từng người một trong những cuộc chiến tàn ác.|Burke
Lễ cưới là lời khen nịnh khéo nhất mà người đàn ông có thể tặng cho người đàn bà. Và thường thường đó cũng là lời khen cuối cùng.|R. Rowland
Ai có người bạn trung thành thì có thể cho rằng mình có hai tâm hồn.|A. Gráp
Tôi muốn chuyển từ người giàu có nhất thế giới thành người nhân đức nhất thế giới.|Bill Gates
Nhiệt tình là một tật bệnh thường mắc phải của tuổi trẻ. Bên trong nhỏ một ít thuốc hối hận, bên ngoài bôi một ít thuốc cao kinh nghiệm thì sẽ trị khỏi ngay.|A.Bissy
Nếu tuổi trẻ không phát ra ánh sáng rực rỡ, mọi thứ sẽ mất đi sức hút.|Walpole
Tuổi trẻ giống như buổi sáng của một ngày, nó trong sạch tinh khiết, luôn tràn ngập tưởng tượng xa vời và hài hòa.|Siaduobulian
Tư thái của người trẻ tuổi khi nỗ lực hướng về một mục tiêu nào đó, là tư thế mạnh mẽ nhất, mới mẻ nhất, tươi đẹp nhất. Trên thế giới không tìm được điều gì đẹp đẽ hơn đấu tranh gian khổ của tuổi trẻ.|Ikeda Taikasu
Đời người chính là ý chí kết bạn với tuổi trẻ, trí tuệ và tuổi già đi chung.|Gibran
Ôi! Tuổi trẻ, tuổi trẻ! Có lẽ toàn bộ bí mật kì diệu của bạn không ở chỗ có thể làm ra mọi thứ, mà ở chỗ hi vọng làm ra mọi thứ.|Sergeyevich
Khi trẻ tuổi nên tìm hiểu triết lý, khi già lão cũng đừng bỏ bê tìm hiểu triết lý, vì sức khỏe của tâm hồn không phân biệt sớm muộn.|Epicurus
Hi vọng sẽ giúp bạn trẻ ra vì hi vọng và tuổi trẻ là anh em song sinh.|Shelley
Tuổi trẻ không có lý tưởng giống như buổi sáng không có mặt trời.|Belinsky
Tuổi trẻ quá phóng túng làm mất đi điều thú vị của tâm hồn, quá kiềm nén sẽ mất đi sự linh hoạt của đầu óc.|Chainbevei
Điều thích hợp với thanh niên là: phán đoán không bằng phát minh, bàn luận không bằng thực hành, làm công việc cứng nhắc không bằng theo đuổi kế hoạch mới.|Bacon
Lý tưởng là ngọn đèn sáng chỉ đường. Không có lý tưởng thì không có phương hướng xác định; không có phương hướng thì không có cuộc sống.|Lev Tolstoy
Hi vọng viết thơ cho thiếu niên, cũng viết hồi ức cho người trưởng thành. Con người luôn mang theo nụ cười tiến về phía trước, nhưng quay đầu lại vẫn khó tránh khỏi thở dài. Đó là sự an bài của Thượng đế thông minh. Khi cái li sinh mệnh đã đầy mật ngọt, càng uống càng giảm vị ngon mà để lại vị đắng.|Emerson
Tuổi trẻ đẹp biết bao! Tỏa ánh sáng và sức nóng, tràn ngập màu sắc và mộng ảo, là một chương của cuốn sách, là một câu chuyện không bao giờ kết thúc.|Longfellow
Đàn ông yêu đàn bà không phải vì những gì họ nói mà vì những gì họ biết lắng nghe.|D.Lexinicơ
Trong tình yêu, chiến thắng của người đàn ông là sự chạy trốn.|Napoléon
Chẳng có gì làm người đàn ông tự hào hơn sự hạnh phúc của vợ anh ta, anh ta luôn kiêu hãnh cho rằng chính mình tạo ra điều đó.|Samuel Johnson
Tất cả những người đàn ông và phụ nữ thành công đều là những người mơ mộng. Họ mơ mộng về tương lai của họ, lý tưởng trên mọi phương diện, và rồi họ lao động mỗi ngày hướng về viễn cảnh xa xôi ấy, mục tiêu hay cái đích đó.|Brian Tracy
Cưới vợ vì tình yêu mới lý thú. Còn lấy một cô gái vì cô ta xinh đẹp thì chẳng khác gì mua ở chợ một con vật không cần thiết chỉ vì nó đẹp.|T. Sepsencô
Dù bị ngã 7 lần, đến lần thứ 8 người đàn ông vẫn đứng dậy được.|Ngạn ngữ Mông Cổ
Con trai chọn cách im lặng cho những nỗi buồn, họ không khóc òa lên như con gái, cũng không dễ dàng bày tỏ tâm sự với ai. Khi bạn muốn lắng nghe, đừng cố gắng hỏi hết câu này đến câu khác, hãy im lặng ngồi cạnh, siết chặt bàn tay đang run rẩy trong niềm đau ấy, và chờ họ sẻ chia.|Khuyết danh
Người đàn bà đẹp đạt được thành công dễ dàng hơn người đàn bà thông minh. Chỉ đơn giản là những người đàn ông mù thì ít, bù lại những người đàn ông ngốc nghếch lại quá nhiều.|X. Lôren
Hai mà là một; một người đàn ông và một người đàn bà hòa hợp thành một vị thiên thần, ấy là cõi thiên đường…|Victor Hugo
Phụ nữ là linh hồn của nhân loại, đàn ông là thể xác của nhân loại.|Musset
Nếu muốn trả thù một người đàn ông, hãy gửi hắn cho một người đàn bà đẹp.|Danh ngôn Á Rập
Phụ nữ có thể lý giải một cách trẻ con hơn đàn ông, nhưng đàn ông có tính trẻ con hơn phụ nữ.|Nietzsche
Sở dĩ người ta đau khổ chính vì mãi đeo đuổi những thứ sai lầm.|Đức Phật
Nếu anh không muốn rước phiền não vào mình, thì người khác cũng không cách nào gây phiền não cho bạn. Vì chính tâm bạn không buông xuống nổi.|Đức Phật
Bạn hãy luôn cảm ơn những ai đem đến nghịch cảnh cho mình.|Đức Phật
Bạn phải luôn mở lòng khoan dung lượng thứ cho chúng sanh, cho dù họ xấu bao nhiêu, thậm chí họ đã làm tổn thương bạn, bạn phải buông bỏ, mới có được niềm vui đích thực.|Đức Phật
Khi bạn vui, phải nghĩ rằng niềm vui này không phải là vĩnh hằng. Khi bạn đau khổ, bạn hãy nghĩ rằng nỗi đau này cũng không trường tồn.|Đức Phật
Sự chấp trước của ngày hôm nay sẽ là niềm hối hận cho ngày mai.|Đức Phật
Bạn có thể có tình yêu nhưng đừng nên dính mắc, vì chia ly là lẽ tất nhiên.|Đức Phật
Đừng lãng phí sinh mạng của mình trong những chốn mà nhất định bạn sẽ ân hận.|Đức Phật
Khi nào bạn thật sự buông xuống thì lúc ấy bạn sẽ hết phiền não.|Đức Phật
Mỗi một vết thương đều là một sự trưởng thành.|Đức Phật
Người cuồng vọng còn cứu được, người tự ti thì vô phương, chỉ khi nhận thức được mình, hàng phục chính mình, sửa đổi mình, mới có thể thay đổi người khác.|Đức Phật
Bạn đừng có thái độ bất mãn người ta hoài, bạn phải quay về kiểm điểm chính mình mới đúng. Bất mãn người khác là chuốc khổ cho chính bạn.|Đức Phật
Một người nếu tự đáy lòng không thể tha thứ cho kẻ khác, thì lòng họ sẽ không bao giờ được thanh thản.|Đức Phật
Người mà trong tâm chứa đầy cách nghĩ và cách nhìn của mình thì sẽ không bao giờ nghe được tiếng lòng người khác.|Đức Phật
Hủy diệt người chỉ cần một câu, xây dựng người lại mất ngàn lời, xin bạn "Đa khẩu hạ lưu tình".|Đức Phật
Vốn dĩ không cần quay đầu lại xem người nguyền rủa bạn là ai? Giả sử bạn bị chó điên cắn bạn một phát, chẳng lẽ bạn cũng phải chạy đến cắn lại một phát?|Đức Phật
Đừng bao giờ lãng phí một giây phút nào để nghĩ nhớ đến người bạn không hề yêu thích.|Đức Phật
Mong bạn đem lòng từ bi và thái độ ôn hòa để bày tỏ những nỗi oan ức và bất mãn của mình, có như vậy người khác mới khả dĩ tiếp nhận.|Đức Phật
Cùng là một chiếc bình như vậy, tại sao bạn lại chứa độc dược? Cùng một mảnh tâm tại sao bạn phải chứa đầy những não phiền như vậy?|Đức Phật
Những thứ không đạt được, chúng ta sẽ luôn cho rằng nó đẹp đẽ, chính vì bạn hiểu nó quá ít, bạn không có thời gian ở chung với nó. Nhưng rồi một ngày nào đó khi bạn hiểu sâu sắc, bạn sẽ phát hiện nó vốn không đẹp như trong tưởng tượng của bạn.|Đức Phật
Sống một ngày là có diễm phúc của một ngày, nên phải trân quý. Khi tôi khóc, tôi không có dép để mang thì tôi lại phát hiện có người không có chân.|Đức Phật
Tốn thêm một chút tâm lực để chú ý người khác chi bằng bớt một chút tâm lực phản tỉnh chính mình, bạn hiểu chứ?|Đức Phật
Hận thù người khác là một mất mát lớn nhất đối với mình.|Đức Phật
Mỗi người ai cũng có mạng sống, nhưng không phải ai cũng hiểu được điều đó, thậm chí trân quý mạng sống của mình hơn. Người không hiểu được mạng sống thì mạng sống đối với họ mà nói chính là một sự trừng phạt.|Đức Phật
Tình chấp là nguyên nhân của khổ não, buông tình chấp bạn mới được tự tại.|Đức Phật
Đừng khẳng định về cách nghĩ của mình quá, như vậy sẽ đỡ phải hối hận hơn.|Đức Phật
Khi bạn thành thật với chính mình, thế giới sẽ không ai lừa dối bạn.|Đức Phật
Người che đậy khuyết điểm của mình bằng thủ đoạn tổn thương người khác là kẻ đê tiện.|Đức Phật
Người âm thầm quan tâm chúc phúc người khác, đó là một sự bố thí vô hình.|Đức Phật
Đừng gắng sức suy đoán cách nghĩ của người khác, nếu bạn không phán đoán chính xác bằng trí huệ và kinh nghiệm thì mắc phải nhầm lẫn là lẽ thường tình.|Đức Phật
Muốn hiểu một người, chỉ cần xem mục đích đến và xuất phát điểm của họ có giống nhau không, thì có thể biết được họ có thật lòng không.|Đức Phật
Chân lý của nhân sinh chỉ là giấu trong cái bình thường đơn điệu.|Đức Phật
Người không tắm rửa thì càng xức nước hoa càng thấy thối. Danh tiếng và tôn quý đến từ sự chân tài thực học. Có đức tự nhiên thơm.|Đức Phật
Thời gian sẽ trôi qua, để thời gian xóa sạch phiền não của bạn đi.|Đức Phật
Bạn cứ xem những chuyện đơn thuần thành nghiêm trọng, như thế bạn sẽ rất đau khổ.|Đức Phật
Người luôn e dè với thiện ý của người khác thì hết thuốc cứu chữa.|Đức Phật
Nói một lời dối gian thì phải bịa thêm mười câu không thật nữa để đắp vào, cần gì khổ như vậy?|Đức Phật
Sống một ngày vô ích, không làm được chuyện gì, thì chẳng khác gì kẻ phạm tội ăn trộm.|Đức Phật
Quảng kết chúng duyên, chính là không làm tổn thương bất cứ người nào.|Đức Phật
Im lặng là một câu trả lời hay nhất cho sự phỉ báng.|Đức Phật
Cung kính đối với người là sự trang nghiêm cho chính mình.|Đức Phật
Có lòng thương yêu vô tư thì sẽ có tất cả.|Đức Phật
Đến là ngẫu nhiên, đi là tất nhiên. Cho nên bạn cần phải "Tùy duyên mà hằng bất biến, bất biến mà hằng tùy duyên".|Đức Phật
Từ bi là vũ khí tốt nhất của chính bạn.|Đức Phật
Chỉ cần đối diện với hiện thực, bạn mới vượt qua hiện thực.|Đức Phật
Lương tâm là tòa án công bằng nhất của mỗi người, bạn dối người khác được nhưng không bao giờ dối nổi lương tâm mình.|Đức Phật
Người không biết yêu mình thì không thể yêu được người khác.|Đức Phật
Có lúc chúng ta muốn thầm hỏi mình, chúng ta đang đeo đuổi cái gì? Chúng ta sống vì cái gì?|Đức Phật
Đừng vì một chút tranh chấp mà xa lìa tình bạn chí thân của bạn, cũng đừng vì một chút oán giận mà quên đi thâm ân của người khác.|Đức Phật
Cảm ơn đời với những gì tôi đã có, cảm ơn đời những gì tôi không có.|Đức Phật
Nếu có thể đứng ở góc độ của người khác để nghĩ cho họ thì đó mới là từ bi.|Đức Phật
Nói năng đừng có tánh châm chọc, đừng gây thương tổn, đừng khoe tài cán của mình, đừng phô điều xấu của người, tự nhiên sẽ hóa địch thành bạn.|Đức Phật
Thành thật đối diện với mâu thuẫn và khuyết điểm trong tâm mình, đừng lừa dối chính mình.|Đức Phật
Nhân quả không nợ chúng ta thứ gì, cho nên xin đừng oán trách nó.|Đức Phật
Đa số người cả đời chỉ làm được ba việc: Dối mình, dối người, và bị người dối.|Đức Phật
Tâm là tên lừa đảo lớn nhất, người khác có thể dối bạn nhất thời, nhưng nó lại gạt bạn suốt đời.|Đức Phật
Chỉ cần tự giác tâm an, thì đông tây nam bắc đều tốt. Nếu còn một người chưa độ thì đừng nên thoát một mình.|Đức Phật
Khi trong tay bạn nắm chặt một vật gì mà không buông xuống, thì bạn chỉ có mỗi thứ này, nếu bạn chịu buông xuống, thì bạn mới có cơ hội chọn lựa những thứ khác. Nếu một người luôn khư khư với quan niệm của mình, không chịu buông xuống thì trí huệ chỉ có thể đạt đến ở một mức độ nào đó mà thôi.|Đức Phật
Nếu bạn có thể sống qua những ngày bình an, thì đó chính là một phúc phần rồi. Biết bao nhiêu người hôm nay đã không thấy được vầng thái dương của ngày mai, biết bao nhiêu người hôm nay đã trở thành tàn phế, biết bao nhiêu người hôm nay đã đánh mất tự do, biết bao nhiêu người hôm nay đã trở thành nước mất nhà tan.|Đức Phật
Bạn có nhân sinh quan của bạn, tôi có nhân sinh quan của tôi, tôi không dính dáng gì tới bạn. Chỉ cần tôi có thể, tôi sẽ cảm hóa được bạn. Nếu không thể thì tôi đành cam chịu.|Đức Phật
Bạn hy vọng nắm được sự vĩnh hằng thì bạn cần phải khống chế hiện tại.|Đức Phật
Ác khẩu, mãi mãi đừng để nó thốt ra từ miệng chúng ta, cho dù người ta có xấu bao nhiêu, có ác bao nhiêu. Bạn càng nguyền rủa họ, tâm bạn càng bị nhiễm ô, bạn hãy nghĩ, họ chính là thiện tri thức của bạn.|Đức Phật
Người khác có thể làm trái nhân quả, người khác có thể tổn hại chúng ta, đánh chúng ta, hủy báng chúng ta. Nhưng chúng ta đừng vì thế mà oán hận họ, vì sao? Vì chúng ta nhất định phải giữ một bản tánh hoàn chỉnh và một tâm hồn thanh tịnh.|Đức Phật
Nếu một người chưa từng cảm nhận sự đau khổ khó khăn thì rất khó cảm thông cho người khác. Bạn muốn học tinh thần cứu khổ cứu nạn, thì trước hết phải chịu đựng được khổ nạn.|Đức Phật
Thế giới vốn không thuộc về bạn, vì thế bạn không cần vứt bỏ, cái cần vứt bỏ chính là những tánh cố chấp. Vạn vật đều cung ứng cho ta, nhưng không thuộc về ta.|Đức Phật
Bởi chúng ta không thể thay đổi được thế giới xung quanh, nên chúng ta đành phải sửa đổi chính mình, đối diện với tất cả bằng lòng từ bi và tâm trí huệ.|Đức Phật
Thất bại lớn nhất của đời người là tự đại.|Đức Phật
Ngu dốt lớn nhất của đời người là dối trá.|Đức Phật
An ủi lớn nhất của đời người là Bố thí.|Đức Phật
Đáng khâm phục nhất của đời người là vươn lên sau khi ngã.|Đức Phật
Tài sản lớn nhất của đời người là sức khỏe và trí tuệ.|Đức Phật
Khiếm khuyết lớn nhất của đời người là kém hiểu biết.|Đức Phật
Những lời nhân từ tử tế có thể ngắn và dễ nói song âm vang của chúng thật còn mãi.|Đức Phật
Chạy trốn một nan đề chỉ làm cho việc giải quyết lùi xa thêm mà thôi! Cách dễ nhất để thoát khỏi nan đề là giải quyết nó.|Đức Phật
Cách hay nhất trong cuộc sống là hãy lắng nghe mọi người và học nơi mọi người, vì không ai là biết tất cả và mỗi người biết một điều gì đó.|Đức Phật
Sai lầm lớn nhất của đời người là đánh mất chính mình.|Đức Phật
Hạnh phúc không phải là điều tự nhiên mà có. Nó đến từ những hành động của chính bạn.|Đức Đạt Lai Lạt Ma
Tình yêu là sự vắng bóng của xét đoán.|Đức Đạt Lai Lạt Ma
Tôn giáo của tôi rất đơn giản. Tôn giáo của tôi là lòng tốt.|Đức Đạt Lai Lạt Ma
Hãy nhớ rằng mối quan hệ tốt nhất là mối quan hệ mà tình yêu bạn dành cho nhau vượt hơn sự cần phải có nhau.|Đức Đạt Lai Lạt Ma
Im lặng đôi khi là câu trả lời tốt nhất.|Đức Đạt Lai Lạt Ma
Tình yêu và lòng từ bi là những điều cần thiết, không phải xa xỉ. Không có nó, loài người không thể sống còn.|Đức Đạt Lai Lạt Ma
Mục đích chính trong đời của chúng ta là giúp đỡ kẻ khác. Và nếu bạn không thể giúp họ, ít nhất đừng hại họ.|Đức Đạt Lai Lạt Ma
Nếu một vấn đề có thể giải quyết được, chẳng có gì mà phải lo lắng. Nếu một vấn đề không thể giải quyết được, lo lắng cũng chẳng có ích gì. Vậy thì tại sao phải lo lắng?|Đức Đạt Lai Lạt Ma
Đây là tôn giáo đơn giản của tôi. Không cần đền chùa. Không cần triết lý phức tạp. Tâm trí bạn chính là đền chùa. Và lòng tốt chính là triết lý.|Đức Đạt Lai Lạt Ma
Mục đích chính của tôn giáo là để rao giảng tình yêu, từ bi, nhẫn nại, chịu khó, khiêm tốn và tha thứ.|Đức Đạt Lai Lạt Ma
Nên biết rằng một tình yêu lớn và một thành công lớn luôn chứa đựng một sự mạo hiểm lớn.|Đức Đạt Lai Lạt Ma
Nếu bạn muốn người khác hạnh phúc, luyện tập từ bi. Nếu bạn muốn chính mình hạnh phúc, luyện tập từ bi.|Đức Đạt Lai Lạt Ma
Hãy nhìn những đứa trẻ. Khi chúng giận ai, chúng biểu lộ ra, xong rồi thôi. Chúng vẫn có thể chơi với người đó vào ngày mai.|Đức Đạt Lai Lạt Ma
Bạn phải hỏi chính mình xem bạn muốn sống như thế nào. Chúng ta sống rồi chúng ta chết, đây là sự thật mà chỉ một mình chúng ta có thể đối diện. Không ai có thể cứu chúng ta, ngay cả Phật. Nên hãy suy ngẫm cẩn thận, điều gì đang ngăn chặn bạn khỏi lối sống mà bạn muốn sống?|Đức Đạt Lai Lạt Ma
Mọi khổ đau đều bắt nguồn từ vô minh. Người ta làm tổn thương nhau chỉ vì ích kỉ theo đuổi hạnh phúc và thỏa mãn cho chính họ.|Đức Đạt Lai Lạt Ma
Càng được thúc đẩy bởi tình yêu, hành động của bạn càng tự do và không sợ hãi.|Đức Đạt Lai Lạt Ma
Chúng ta có thể sống mà không có tôn giáo hay thiền định, nhưng chúng ta không thể sống mà không có tình người.|Đức Đạt Lai Lạt Ma
Bạn cũ đi, bạn mới đến. Cũng như ngày cũ đi, ngày mới đến. Điều quan trọng là phải làm sao cho nó có ý nghĩa, một người bạn ý nghĩa, hay một ngày mới ý nghĩa.|Đức Đạt Lai Lạt Ma
Chúng ta không bao giờ có thể có được hòa bình trên thế giới cho tới khi chúng ta có được hòa bình trong thâm tâm.|Đức Đạt Lai Lạt Ma
Mục đích của tất cả những truyền thống tôn giáo lớn trên thế giới không phải là để xây dựng những ngôi đền to lớn bên ngoài, mà là để xây dựng những ngôi đền thiện lành và từ bi bên trong, trong trái tim chúng ta.|Đức Đạt Lai Lạt Ma
Cách để thay đổi suy nghĩ người khác là bằng tình cảm, không phải bằng giận dữ.|Đức Đạt Lai Lạt Ma
Sống không giận không hờn không oán trách, Sống mỉm cười với thử thách chông gai, Sống vươn lên theo kịp ánh ban mai, Sống chan hòa với những người chung sống.|Thích Nhất Hạnh
Sống là động nhưng lòng luôn bất động, Sống là thương nhưng lòng chẳng vấn vương, Sống yên vui danh lợi mãi coi thường, Tâm bất biến giữa dòng đời vạn biến.|Thích Nhất Hạnh
Trăm năm trước thì ta chưa gặp, Trăm năm sau biết gặp lại không, Cuộc đời sắc sắc không không, Thôi thì hãy sống hết lòng với nhau.|Thích Nhất Hạnh
Đẹp là khi bạn là chính mình, không cần được ai đó công nhận, bạn chỉ cần chấp nhận bản thân mình.|Thích Nhất Hạnh
Vì bạn còn sống, mọi chuyện đều có thể xảy ra.|Thích Nhất Hạnh
Thức dậy vào mỗi buổi sáng, Tôi mỉm cười. Hai mươi bốn giờ mới đang ở trước mắt. Tôi hứa sống với từng khoảnh khắc và nhìn mọi vật bằng con mắt thương cảm.|Thích Nhất Hạnh
Cuộc sống chỉ hiện hữu ở giây phút hiện tại.|Thích Nhất Hạnh
Niềm hy vọng rất quan trọng vì nó có thể làm cho hiện tại bớt khó khăn hơn. Nếu chúng ta tin vào ngày mai tươi sáng, ta có thể đương đầu với thử thách của hôm nay.|Thích Nhất Hạnh
Quá khứ đã qua đi, tương lai vẫn chưa đến, và nếu ta không quay lại với hiện tại, ta không thể bắt nhịp với cuộc sống.|Thích Nhất Hạnh
Nếu bạn yêu ai đó, món quà quí nhất bạn có thể tặng họ là sự có mặt của mình.|Thích Nhất Hạnh
Tôi hứa với chính mình rằng, tôi sẽ tận hưởng từng giây phút mà mình có được để sống.|Thích Nhất Hạnh
Vì bạn cười, bạn làm cuộc sống này đẹp hơn.|Thích Nhất Hạnh
Mỉm cười, thở và đi từng bước.|Thích Nhất Hạnh
